Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
466,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc",0.9916,0.9725,0.0192,1.8152,0.9892,48.75,79.05,0.972,1.8206,"Q_0, Q_2, Scaffold_BX-6",25
503,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polar_acc",0.9916,0.9725,0.0192,1.8152,0.989,50.75,83.38,0.972,1.8206,"Q_0, Q_2, Scaffold_BX-6",26
382,6,"Monopole, Dipole_1, Q_0, Q_2, C6, r2",0.9916,0.9725,0.0192,1.8152,0.9893,46.75,74.72,0.972,1.8206,"Q_0, Q_2, Scaffold_BX-6",27
468,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polar_acc",0.9916,0.9725,0.0192,1.8152,0.9892,48.75,79.05,0.972,1.8206,"Q_0, Q_2, Scaffold_BX-6",28
393,6,"Monopole, Dipole_1, Q_0, C6, r2, Polarizability",0.9919,0.9708,0.0212,1.7133,0.9895,45.9,73.87,0.9926,0.9346,"Scaffold_BX-6, Scaffold_Benzene",29
478,7,"Monopole, Dipole_1, Q_0, C6, r2, Polarizability, Polar_acc",0.9919,0.9708,0.0212,1.7133,0.9893,47.9,78.2,0.9926,0.9346,"Scaffold_BX-6, Scaffold_Benzene",30
476,7,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability",0.9919,0.9708,0.0212,1.7133,0.9893,47.9,78.2,0.9926,0.9346,"Scaffold_BX-6, Scaffold_Benzene",31
507,8,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Polar_acc",0.9919,0.9708,0.0212,1.7133,0.9891,49.9,82.53,0.9926,0.9346,"Scaffold_BX-6, Scaffold_Benzene",32
472,7,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability",0.9907,0.9672,0.0234,1.6201,0.9882,55.18,85.48,0.9913,1.0146,"Q_2, Scaffold_BX-6",33
387,6,"Monopole, Dipole_1, Q_0, Q_2, r2, Polarizability",0.9907,0.9672,0.0234,1.6201,0.9884,53.18,81.15,0.9913,1.0146,"Q_2, Scaffold_BX-6",34
506,8,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc",0.9907,0.9672,0.0234,1.6201,0.988,57.18,89.81,0.9913,1.0146,"Q_2, Scaffold_BX-6",35
474,7,"Monopole, Dipole_1, Q_0, Q_2, r2, Polarizability, Polar_acc",0.9907,0.9672,0.0234,1.6201,0.9882,55.18,85.48,0.9913,1.0146,"Q_2, Scaffold_BX-6",36
416,6,"Monopole, Dipole_1, r2, r2_acc, Polarizability, Polar_acc",0.9891,0.9667,0.0224,1.7314,0.9866,64.42,92.39,0.9904,1.0677,"Scaffold_BX-6, Scaffold_Benzene",37
146,4,"Monopole, Dipole_1, r2, Polarizability",0.9891,0.9667,0.0224,1.7314,0.987,60.42,83.73,0.9904,1.0677,"Scaffold_BX-6, Scaffold_Benzene",38
289,5,"Monopole, Dipole_1, r2, Polarizability, Polar_acc",0.9891,0.9667,0.0224,1.7314,0.9868,62.42,88.06,0.9904,1.0677,"Scaffold_BX-6, Scaffold_Benzene",39
287,5,"Monopole, Dipole_1, r2, r2_acc, Polarizability",0.9891,0.9667,0.0224,1.7314,0.9868,62.42,88.06,0.9904,1.0677,"Scaffold_BX-6, Scaffold_Benzene",40
480,7,"Monopole, Dipole_1, Q_0, r2, r2_acc, Polarizability, Polar_acc",0.9903,0.9657,0.0246,1.7383,0.9876,59.15,89.45,0.9901,1.0829,Scaffold_BX-6,41
400,6,"Monopole, Dipole_1, Q_0, r2, Polarizability, Polar_acc",0.9903,0.9657,0.0246,1.7383,0.9878,57.15,85.12,0.9901,1.0829,Scaffold_BX-6,42
398,6,"Monopole, Dipole_1, Q_0, r2, r2_acc, Polarizability",0.9903,0.9657,0.0246,1.7383,0.9878,57.15,85.12,0.9901,1.0829,Scaffold_BX-6,43
266,5,"Monopole, Dipole_1, Q_0, r2, Polarizability",0.9903,0.9657,0.0246,1.7383,0.988,55.15,80.79,0.9901,1.0829,Scaffold_BX-6,44
410,6,"Monopole, Dipole_1, Q_2, r2, Polarizability, Polar_acc",0.9898,0.9655,0.0242,1.8198,0.9873,60.39,88.36,0.9919,0.9775,"Q_2, Scaffold_BX-6, Scaffold_Benzene",45
276,5,"Monopole, Dipole_1, Q_2, r2, Polarizability",0.9898,0.9655,0.0242,1.8198,0.9875,58.39,84.03,0.9919,0.9775,"Q_2, Scaffold_BX-6, Scaffold_Benzene",46
485,7,"Monopole, Dipole_1, Q_2, r2, r2_acc, Polarizability, Polar_acc",0.9898,0.9655,0.0242,1.8198,0.987,62.39,92.69,0.9919,0.9775,"Q_2, Scaffold_BX-6, Scaffold_Benzene",47
408,6,"Monopole, Dipole_1, Q_2, r2, r2_acc, Polarizability",0.9898,0.9655,0.0242,1.8198,0.9873,60.39,88.36,0.9919,0.9775,"Q_2, Scaffold_BX-6, Scaffold_Benzene",48
263,5,"Monopole, Dipole_1, Q_0, C6, Polarizability",0.9871,0.9564,0.0307,2.1538,0.9838,77.9,103.54,0.9705,1.8701,Scaffold_BX-6,49
395,6,"Monopole, Dipole_1, Q_0, C6, r2_acc, Polarizability",0.9871,0.9564,0.0307,2.1538,0.9835,79.9,107.87,0.9705,1.8701,Scaffold_BX-6,50
397,6,"Monopole, Dipole_1, Q_0, C6, Polarizability, Polar_acc",0.9871,0.9564,0.0307,2.1538,0.9835,79.9,107.87,0.9705,1.8701,Scaffold_BX-6,51
479,7,"Monopole, Dipole_1, Q_0, C6, r2_acc, Polarizability, Polar_acc",0.9871,0.9564,0.0307,2.1538,0.9833,81.9,112.2,0.9705,1.8701,Scaffold_BX-6,52
145,4,"Monopole, Dipole_1, r2, r2_acc",0.979,0.9472,0.0317,2.289,0.9746,111.28,134.59,0.9889,1.1476,Scaffold_BX-6,53
147,4,"Monopole, Dipole_1, r2, Polar_acc",0.979,0.9472,0.0317,2.289,0.9746,111.28,134.59,0.9889,1.1476,Scaffold_BX-6,54
288,5,"Monopole, Dipole_1, r2, r2_acc, Polar_acc",0.979,0.9472,0.0317,2.289,0.9742,113.28,138.92,0.9889,1.1476,Scaffold_BX-6,55
49,3,"Monopole, Dipole_1, r2",0.979,0.9472,0.0317,2.289,0.9749,109.28,130.26,0.9889,1.1476,Scaffold_BX-6,56
399,6,"Monopole, Dipole_1, Q_0, r2, r2_acc, Polar_acc",0.9842,0.9445,0.0397,2.2338,0.9799,95.09,123.06,0.9898,1.097,"Q_0, Scaffold_BX-6",57
265,5,"Monopole, Dipole_1, Q_0, r2, r2_acc",0.9842,0.9445,0.0397,2.2338,0.9802,93.09,118.73,0.9898,1.097,"Q_0, Scaffold_BX-6",58
132,4,"Monopole, Dipole_1, Q_0, r2",0.9842,0.9445,0.0397,2.2338,0.9805,91.09,114.4,0.9898,1.097,"Q_0, Scaffold_BX-6",59
267,5,"Monopole, Dipole_1, Q_0, r2, Polar_acc",0.9842,0.9445,0.0397,2.2338,0.9802,93.09,118.73,0.9898,1.097,"Q_0, Scaffold_BX-6",60
277,5,"Monopole, Dipole_1, Q_2, r2, Polar_acc",0.9821,0.9422,0.0398,2.6057,0.9764,106.56,132.2,0.9891,1.1372,"Q_2, Scaffold_BX-6, Scaffold_Benzene",61
409,6,"Monopole, Dipole_1, Q_2, r2, r2_acc, Polar_acc",0.9821,0.9422,0.0398,2.6057,0.976,108.56,136.53,0.9891,1.1372,"Q_2, Scaffold_BX-6, Scaffold_Benzene",62
137,4,"Monopole, Dipole_1, Q_2, r2",0.9821,0.9422,0.0398,2.6057,0.9767,104.56,127.87,0.9891,1.1372,"Q_2, Scaffold_BX-6, Scaffold_Benzene",63
275,5,"Monopole, Dipole_1, Q_2, r2, r2_acc",0.9821,0.9422,0.0398,2.6057,0.9764,106.56,132.2,0.9891,1.1372,"Q_2, Scaffold_BX-6, Scaffold_Benzene",64
415,6,"Monopole, Dipole_1, C6, r2_acc, Polarizability, Polar_acc",0.9823,0.9378,0.0445,2.6185,0.9765,106.94,134.91,0.9355,2.7654,Scaffold_BX-6,65
284,5,"Monopole, Dipole_1, C6, r2_acc, Polarizability",0.9823,0.9378,0.0445,2.6185,0.9769,104.94,130.58,0.9355,2.7654,Scaffold_BX-6,66
143,4,"Monopole, Dipole_1, C6, Polarizability",0.9823,0.9378,0.0445,2.6185,0.9772,102.94,126.25,0.9355,2.7654,Scaffold_BX-6,67
286,5,"Monopole, Dipole_1, C6, Polarizability, Polar_acc",0.9823,0.9378,0.0445,2.6185,0.9769,104.94,130.58,0.9355,2.7654,Scaffold_BX-6,68
471,7,"Monopole, Dipole_1, Q_0, Q_2, C6, Polarizability, Polar_acc",0.9877,0.9375,0.0502,2.8432,0.9833,81.61,111.91,0.967,1.9775,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",69
384,6,"Monopole, Dipole_1, Q_0, Q_2, C6, Polarizability",0.9877,0.9375,0.0502,2.8432,0.9836,79.61,107.58,0.967,1.9775,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",70
505,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc",0.9877,0.9375,0.0502,2.8432,0.983,83.61,116.24,0.967,1.9775,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",71
469,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability",0.9877,0.9375,0.0502,2.8432,0.9833,81.61,111.91,0.967,1.9775,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",72
401,6,"Monopole, Dipole_1, Q_0, r2_acc, Polarizability, Polar_acc",0.9822,0.9345,0.0477,2.3897,0.9773,104.18,132.15,0.9883,1.1768,Scaffold_BX-6,73
268,5,"Monopole, Dipole_1, Q_0, r2_acc, Polarizability",0.9822,0.9345,0.0477,2.3897,0.9777,102.18,127.82,0.9883,1.1768,Scaffold_BX-6,74
270,5,"Monopole, Dipole_1, Q_0, Polarizability, Polar_acc",0.9822,0.9345,0.0477,2.3897,0.9777,102.18,127.82,0.9883,1.1768,Scaffold_BX-6,75
134,4,"Monopole, Dipole_1, Q_0, Polarizability",0.9822,0.9345,0.0477,2.3897,0.978,100.18,123.49,0.9883,1.1768,Scaffold_BX-6,76
484,7,"Monopole, Dipole_1, Q_2, C6, r2_acc, Polarizability, Polar_acc",0.9846,0.9343,0.0503,2.8651,0.9776,103.89,134.19,0.9639,2.0676,"Q_2, Scaffold_BX-6",77
273,5,"Monopole, Dipole_1, Q_2, C6, Polarizability",0.9846,0.9343,0.0503,2.8651,0.9783,99.89,125.53,0.9639,2.0676,"Q_2, Scaffold_BX-6",78
407,6,"Monopole, Dipole_1, Q_2, C6, Polarizability, Polar_acc",0.9846,0.9343,0.0503,2.8651,0.978,101.89,129.86,0.9639,2.0676,"Q_2, Scaffold_BX-6",79
405,6,"Monopole, Dipole_1, Q_2, C6, r2_acc, Polarizability",0.9846,0.9343,0.0503,2.8651,0.978,101.89,129.86,0.9639,2.0676,"Q_2, Scaffold_BX-6",80
386,6,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc",0.9846,0.9331,0.0515,2.7424,0.9799,94.93,122.9,0.9896,1.1102,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",81
388,6,"Monopole, Dipole_1, Q_0, Q_2, r2, Polar_acc",0.9846,0.9331,0.0515,2.7424,0.9799,94.93,122.9,0.9896,1.1102,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",82
257,5,"Monopole, Dipole_1, Q_0, Q_2, r2",0.9846,0.9331,0.0515,2.7424,0.9802,92.93,118.57,0.9896,1.1102,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",83
473,7,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polar_acc",0.9846,0.9331,0.0515,2.7424,0.9796,96.93,127.23,0.9896,1.1102,"Q_0, Q_2, Scaffold_BX-6, Scaffold_Benzene",84
337,5,"Dipole_1, Q_0, C6, r2, Polarizability",0.982,0.9316,0.0504,2.4978,0.9776,102.48,128.11,0.979,1.5787,Scaffold_BX-6,85
450,6,"Dipole_1, Q_0, C6, r2, Polarizability, Polar_acc",0.982,0.9316,0.0504,2.4978,0.9772,104.48,132.44,0.979,1.5787,Scaffold_BX-6,86
448,6,"Dipole_1, Q_0, C6, r2, r2_acc, Polarizability",0.982,0.9316,0.0504,2.4978,0.9772,104.48,132.44,0.979,1.5787,Scaffold_BX-6,87
