Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
370,5,"Q_0, Q_2, r2_acc, Polarizability, Polar_acc",0.9435,0.8452,0.0984,3.8179,0.9301,185.23,210.86,0.9291,2.8204,"Q_2, Polarizability, Scaffold_BX-6, Scaffold_Benzene",315
110,3,"Q_2, C6, r2",0.9526,0.8452,0.1075,3.9102,0.9414,170.16,191.13,0.9503,2.3623,—,316
465,6,"Q_2, C6, r2, r2_acc, Polarizability, Polar_acc",0.9538,0.8449,0.109,3.9149,0.9401,174.34,202.31,0.922,2.9591,"r2, Polarizability",317
376,5,"Q_2, C6, r2, r2_acc, Polarizability",0.9538,0.8449,0.109,3.9149,0.941,172.34,197.98,0.922,2.9591,"r2, Polarizability",318
242,4,"Q_2, C6, r2, Polarizability",0.9538,0.8449,0.109,3.9149,0.9419,170.34,193.65,0.922,2.9591,"r2, Polarizability",319
378,5,"Q_2, C6, r2, Polarizability, Polar_acc",0.9538,0.8449,0.109,3.9149,0.941,172.34,197.98,0.922,2.9591,"r2, Polarizability",320
108,3,"Q_0, r2_acc, Polar_acc",0.9371,0.8448,0.0923,3.6299,0.9254,188.52,209.5,0.933,2.7423,Scaffold_BX-6,321
30,2,"Q_0, Polar_acc",0.9371,0.8448,0.0923,3.6299,0.9265,186.52,205.16,0.933,2.7423,Scaffold_BX-6,322
28,2,"Q_0, r2_acc",0.9371,0.8448,0.0923,3.6299,0.9265,186.52,205.16,0.933,2.7423,Scaffold_BX-6,323
3,1,Q_0,0.9371,0.8448,0.0923,3.6299,0.9276,184.52,200.83,0.933,2.7423,Scaffold_BX-6,324
312,5,"Monopole, Q_2, C6, r2, Polarizability",0.9587,0.8438,0.1149,3.6553,0.9489,161.45,187.09,0.9249,2.9027,"Monopole, r2",325
434,6,"Monopole, Q_2, C6, r2, Polarizability, Polar_acc",0.9587,0.8438,0.1149,3.6553,0.9481,163.45,191.42,0.9249,2.9027,"Monopole, r2",326
309,5,"Monopole, Q_0, r2, Polarizability, Polar_acc",0.9496,0.8438,0.1058,3.6363,0.9381,175.99,201.63,0.9341,2.7197,"Monopole, r2, Polarizability, Scaffold_BX-6",327
