Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
430,6,"Monopole, Q_0, C6, r2_acc, Polarizability, Polar_acc",0.9887,0.9696,0.0191,0.2185,0.9857,-256.26,-228.29,0.9913,0.1261,"Scaffold_BX-6, Scaffold_Benzene",378
158,4,"Monopole, Q_0, C6, Polarizability",0.9887,0.9696,0.0191,0.2185,0.9861,-260.26,-236.95,0.9913,0.1261,"Scaffold_BX-6, Scaffold_Benzene",379
306,5,"Monopole, Q_0, C6, Polarizability, Polar_acc",0.9887,0.9696,0.0191,0.2185,0.9859,-258.26,-232.62,0.9913,0.1261,"Scaffold_BX-6, Scaffold_Benzene",380
236,4,"Q_0, C6, Polarizability, Polar_acc",0.9886,0.9694,0.0193,0.2194,0.986,-259.77,-236.46,0.9901,0.1345,"Scaffold_BX-6, Scaffold_Benzene",381
102,3,"Q_0, C6, Polarizability",0.9886,0.9694,0.0193,0.2194,0.9862,-261.77,-240.8,0.9901,0.1345,"Scaffold_BX-6, Scaffold_Benzene",382
234,4,"Q_0, C6, r2_acc, Polarizability",0.9886,0.9694,0.0193,0.2194,0.986,-259.77,-236.46,0.9901,0.1345,"Scaffold_BX-6, Scaffold_Benzene",383
374,5,"Q_0, C6, r2_acc, Polarizability, Polar_acc",0.9886,0.9694,0.0193,0.2194,0.9858,-257.77,-232.13,0.9901,0.1345,"Scaffold_BX-6, Scaffold_Benzene",384
371,5,"Q_0, C6, r2, r2_acc, Polarizability",0.9887,0.9692,0.0195,0.2198,0.9858,-257.97,-232.33,0.991,0.1281,"Scaffold_BX-6, Scaffold_Benzene",385
464,6,"Q_0, C6, r2, r2_acc, Polarizability, Polar_acc",0.9887,0.9692,0.0195,0.2198,0.9856,-255.97,-228.0,0.991,0.1281,"Scaffold_BX-6, Scaffold_Benzene",386
373,5,"Q_0, C6, r2, Polarizability, Polar_acc",0.9887,0.9692,0.0195,0.2198,0.9858,-257.97,-232.33,0.991,0.1281,"Scaffold_BX-6, Scaffold_Benzene",387
232,4,"Q_0, C6, r2, Polarizability",0.9887,0.9692,0.0195,0.2198,0.9861,-259.97,-236.66,0.991,0.1281,"Scaffold_BX-6, Scaffold_Benzene",388
368,5,"Q_0, Q_2, r2, r2_acc, Polar_acc",0.9858,0.9691,0.0167,0.2399,0.9823,-241.06,-215.42,0.9868,0.1554,"Q_2, Scaffold_BX-6, Scaffold_Benzene",389
227,4,"Q_0, Q_2, r2, Polar_acc",0.9858,0.9691,0.0167,0.2399,0.9826,-243.06,-219.75,0.9868,0.1554,"Q_2, Scaffold_BX-6, Scaffold_Benzene",390
225,4,"Q_0, Q_2, r2, r2_acc",0.9858,0.9691,0.0167,0.2399,0.9826,-243.06,-219.75,0.9868,0.1554,"Q_2, Scaffold_BX-6, Scaffold_Benzene",391
96,3,"Q_0, Q_2, r2",0.9858,0.9691,0.0167,0.2399,0.9829,-245.06,-224.08,0.9868,0.1554,"Q_2, Scaffold_BX-6, Scaffold_Benzene",392
214,4,"Dipole_1, C6, r2_acc, Polarizability",0.986,0.969,0.0169,0.2028,0.9834,-246.45,-223.15,0.9771,0.2047,Scaffold_BX-6,393
359,5,"Dipole_1, C6, r2_acc, Polarizability, Polar_acc",0.986,0.969,0.0169,0.2028,0.9831,-244.45,-218.82,0.9771,0.2047,Scaffold_BX-6,394
216,4,"Dipole_1, C6, Polarizability, Polar_acc",0.986,0.969,0.0169,0.2028,0.9834,-246.45,-223.15,0.9771,0.2047,Scaffold_BX-6,395
87,3,"Dipole_1, C6, Polarizability",0.986,0.969,0.0169,0.2028,0.9836,-248.45,-227.48,0.9771,0.2047,Scaffold_BX-6,396
26,2,"Q_0, C6",0.9825,0.9684,0.0141,0.2379,0.9792,-231.16,-212.52,0.986,0.1598,Scaffold_BX-6,397
101,3,"Q_0, C6, r2_acc",0.9825,0.9684,0.0141,0.2379,0.9789,-229.16,-208.19,0.986,0.1598,Scaffold_BX-6,398
103,3,"Q_0, C6, Polar_acc",0.9825,0.9684,0.0141,0.2379,0.9789,-229.16,-208.19,0.986,0.1598,Scaffold_BX-6,399
235,4,"Q_0, C6, r2_acc, Polar_acc",0.9825,0.9684,0.0141,0.2379,0.9785,-227.16,-203.86,0.986,0.1598,Scaffold_BX-6,400
114,3,"Q_2, r2, r2_acc",0.9823,0.9679,0.0144,0.2399,0.979,-229.58,-208.61,0.9827,0.1776,Scaffold_BX-6,401
248,4,"Q_2, r2, r2_acc, Polar_acc",0.9823,0.9679,0.0144,0.2399,0.9787,-227.58,-204.28,0.9827,0.1776,Scaffold_BX-6,402
116,3,"Q_2, r2, Polar_acc",0.9823,0.9679,0.0144,0.2399,0.979,-229.58,-208.61,0.9827,0.1776,Scaffold_BX-6,403
32,2,"Q_2, r2",0.9823,0.9679,0.0144,0.2399,0.9793,-231.58,-212.94,0.9827,0.1776,Scaffold_BX-6,404
427,6,"Monopole, Q_0, C6, r2, r2_acc, Polarizability",0.9888,0.9678,0.021,0.2214,0.9858,-257.17,-229.2,0.9907,0.1303,"Monopole, r2, Scaffold_BX-6, Scaffold_Benzene",405
302,5,"Monopole, Q_0, C6, r2, Polarizability",0.9888,0.9678,0.021,0.2214,0.9861,-259.17,-233.53,0.9907,0.1303,"Monopole, r2, Scaffold_BX-6, Scaffold_Benzene",406
429,6,"Monopole, Q_0, C6, r2, Polarizability, Polar_acc",0.9888,0.9678,0.021,0.2214,0.9858,-257.17,-229.2,0.9907,0.1303,"Monopole, r2, Scaffold_BX-6, Scaffold_Benzene",407
492,7,"Monopole, Q_0, C6, r2, r2_acc, Polarizability, Polar_acc",0.9888,0.9678,0.021,0.2214,0.9856,-255.17,-224.87,0.9907,0.1303,"Monopole, r2, Scaffold_BX-6, Scaffold_Benzene",408
323,5,"Monopole, C6, r2, Polarizability, Polar_acc",0.9884,0.9671,0.0213,0.221,0.9856,-256.83,-231.19,0.9896,0.1378,Scaffold_BX-6,409
177,4,"Monopole, C6, r2, Polarizability",0.9884,0.9671,0.0213,0.221,0.9859,-258.83,-235.52,0.9896,0.1378,Scaffold_BX-6,410
321,5,"Monopole, C6, r2, r2_acc, Polarizability",0.9884,0.9671,0.0213,0.221,0.9856,-256.83,-231.19,0.9896,0.1378,Scaffold_BX-6,411
437,6,"Monopole, C6, r2, r2_acc, Polarizability, Polar_acc",0.9884,0.9671,0.0213,0.221,0.9854,-254.83,-226.86,0.9896,0.1378,Scaffold_BX-6,412
370,5,"Q_0, Q_2, r2_acc, Polarizability, Polar_acc",0.9849,0.9658,0.0191,0.2523,0.981,-235.68,-210.04,0.9857,0.1615,"Q_2, Scaffold_BX-6, Scaffold_Benzene",413
98,3,"Q_0, Q_2, Polarizability",0.9849,0.9658,0.0191,0.2523,0.9816,-239.68,-218.7,0.9857,0.1615,"Q_2, Scaffold_BX-6, Scaffold_Benzene",414
228,4,"Q_0, Q_2, r2_acc, Polarizability",0.9849,0.9658,0.0191,0.2523,0.9813,-237.68,-214.37,0.9857,0.1615,"Q_2, Scaffold_BX-6, Scaffold_Benzene",415
230,4,"Q_0, Q_2, Polarizability, Polar_acc",0.9849,0.9658,0.0191,0.2523,0.9813,-237.68,-214.37,0.9857,0.1615,"Q_2, Scaffold_BX-6, Scaffold_Benzene",416
428,6,"Monopole, Q_0, C6, r2, r2_acc, Polar_acc",0.9885,0.9656,0.0229,0.2278,0.9854,-254.78,-226.81,0.9911,0.1277,"Monopole, C6, r2, Scaffold_BX-6",417
303,5,"Monopole, Q_0, C6, r2, Polar_acc",0.9885,0.9656,0.0229,0.2278,0.9856,-256.78,-231.14,0.9911,0.1277,"Monopole, C6, r2, Scaffold_BX-6",418
301,5,"Monopole, Q_0, C6, r2, r2_acc",0.9885,0.9656,0.0229,0.2278,0.9856,-256.78,-231.14,0.9911,0.1277,"Monopole, C6, r2, Scaffold_BX-6",419
156,4,"Monopole, Q_0, C6, r2",0.9885,0.9656,0.0229,0.2278,0.9858,-258.78,-235.48,0.9911,0.1277,"Monopole, C6, r2, Scaffold_BX-6",420
433,6,"Monopole, Q_2, C6, r2, r2_acc, Polar_acc",0.989,0.9655,0.0236,0.2251,0.9859,-257.67,-229.7,0.9923,0.119,"Monopole, C6, r2, Scaffold_BX-6",421
166,4,"Monopole, Q_2, C6, r2",0.989,0.9655,0.0236,0.2251,0.9864,-261.67,-238.36,0.9923,0.119,"Monopole, C6, r2, Scaffold_BX-6",422
313,5,"Monopole, Q_2, C6, r2, Polar_acc",0.989,0.9655,0.0236,0.2251,0.9862,-259.67,-234.03,0.9923,0.119,"Monopole, C6, r2, Scaffold_BX-6",423
311,5,"Monopole, Q_2, C6, r2, r2_acc",0.989,0.9655,0.0236,0.2251,0.9862,-259.67,-234.03,0.9923,0.119,"Monopole, C6, r2, Scaffold_BX-6",424
34,2,"Q_2, Polarizability",0.9798,0.9637,0.0161,0.2541,0.9764,-221.78,-203.13,0.9783,0.1992,Scaffold_BX-6,425
119,3,"Q_2, Polarizability, Polar_acc",0.9798,0.9637,0.0161,0.2541,0.9761,-219.78,-198.8,0.9783,0.1992,Scaffold_BX-6,426
117,3,"Q_2, r2_acc, Polarizability",0.9798,0.9637,0.0161,0.2541,0.9761,-219.78,-198.8,0.9783,0.1992,Scaffold_BX-6,427
250,4,"Q_2, r2_acc, Polarizability, Polar_acc",0.9798,0.9637,0.0161,0.2541,0.9757,-217.78,-194.47,0.9783,0.1992,Scaffold_BX-6,428
324,5,"Monopole, C6, r2_acc, Polarizability, Polar_acc",0.985,0.9629,0.0221,0.2308,0.9817,-238.27,-212.63,0.9914,0.1255,"C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene",429
181,4,"Monopole, C6, Polarizability, Polar_acc",0.985,0.9629,0.0221,0.2308,0.9819,-240.27,-216.96,0.9914,0.1255,"C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene",430
66,3,"Monopole, C6, Polarizability",0.985,0.9629,0.0221,0.2308,0.9822,-242.27,-221.3,0.9914,0.1255,"C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene",431
179,4,"Monopole, C6, r2_acc, Polarizability",0.985,0.9629,0.0221,0.2308,0.9819,-240.27,-216.96,0.9914,0.1255,"C6, Polarizability, Scaffold_BX-6, Scaffold_Benzene",432
224,4,"Q_0, Q_2, C6, Polar_acc",0.984,0.9628,0.0212,0.263,0.9799,-232.31,-209.0,0.9853,0.1639,"Q_2, Scaffold_BX-6, Scaffold_Benzene",433
222,4,"Q_0, Q_2, C6, r2_acc",0.984,0.9628,0.0212,0.263,0.9799,-232.31,-209.0,0.9853,0.1639,"Q_2, Scaffold_BX-6, Scaffold_Benzene",434
95,3,"Q_0, Q_2, C6",0.984,0.9628,0.0212,0.263,0.9802,-234.31,-213.33,0.9853,0.1639,"Q_2, Scaffold_BX-6, Scaffold_Benzene",435
365,5,"Q_0, Q_2, C6, r2_acc, Polar_acc",0.984,0.9628,0.0212,0.263,0.9796,-230.31,-204.67,0.9853,0.1639,"Q_2, Scaffold_BX-6, Scaffold_Benzene",436
123,3,"C6, r2_acc, Polarizability",0.983,0.9609,0.0221,0.2375,0.9799,-233.01,-212.03,0.9842,0.1699,Scaffold_BX-6,437
125,3,"C6, Polarizability, Polar_acc",0.983,0.9609,0.0221,0.2375,0.9799,-233.01,-212.03,0.9842,0.1699,Scaffold_BX-6,438
38,2,"C6, Polarizability",0.983,0.9609,0.0221,0.2375,0.9802,-235.01,-216.36,0.9842,0.1699,Scaffold_BX-6,439
254,4,"C6, r2_acc, Polarizability, Polar_acc",0.983,0.9609,0.0221,0.2375,0.9796,-231.01,-207.7,0.9842,0.1699,Scaffold_BX-6,440
122,3,"C6, r2, Polar_acc",0.9825,0.9608,0.0217,0.2387,0.9795,-231.4,-210.43,0.9915,0.1249,"Scaffold_BX-6, Scaffold_Benzene",441
252,4,"C6, r2, r2_acc, Polar_acc",0.9825,0.9608,0.0217,0.2387,0.9792,-229.4,-206.1,0.9915,0.1249,"Scaffold_BX-6, Scaffold_Benzene",442
120,3,"C6, r2, r2_acc",0.9825,0.9608,0.0217,0.2387,0.9795,-231.4,-210.43,0.9915,0.1249,"Scaffold_BX-6, Scaffold_Benzene",443
36,2,"C6, r2",0.9825,0.9608,0.0217,0.2387,0.9798,-233.4,-214.76,0.9915,0.1249,"Scaffold_BX-6, Scaffold_Benzene",444
253,4,"C6, r2, Polarizability, Polar_acc",0.9831,0.9607,0.0224,0.2377,0.9797,-231.46,-208.15,0.9885,0.1448,Scaffold_BX-6,445
251,4,"C6, r2, r2_acc, Polarizability",0.9831,0.9607,0.0224,0.2377,0.9797,-231.46,-208.15,0.9885,0.1448,Scaffold_BX-6,446
381,5,"C6, r2, r2_acc, Polarizability, Polar_acc",0.9831,0.9607,0.0224,0.2377,0.9794,-229.46,-203.82,0.9885,0.1448,Scaffold_BX-6,447
121,3,"C6, r2, Polarizability",0.9831,0.9607,0.0224,0.2377,0.98,-233.46,-212.49,0.9885,0.1448,Scaffold_BX-6,448
99,3,"Q_0, Q_2, Polar_acc",0.9776,0.9599,0.0177,0.2764,0.9723,-208.62,-187.64,0.9813,0.1847,Scaffold_BX-6,449
229,4,"Q_0, Q_2, r2_acc, Polar_acc",0.9776,0.9599,0.0177,0.2764,0.9719,-206.62,-183.31,0.9813,0.1847,Scaffold_BX-6,450
97,3,"Q_0, Q_2, r2_acc",0.9776,0.9599,0.0177,0.2764,0.9723,-208.62,-187.64,0.9813,0.1847,Scaffold_BX-6,451
25,2,"Q_0, Q_2",0.9776,0.9599,0.0177,0.2764,0.9727,-210.62,-191.98,0.9813,0.1847,Scaffold_BX-6,452
41,2,"r2, Polarizability",0.9807,0.9598,0.0209,0.2483,0.9777,-225.98,-207.33,0.9849,0.166,Scaffold_BX-6,453
255,4,"r2, r2_acc, Polarizability, Polar_acc",0.9807,0.9598,0.0209,0.2483,0.977,-221.98,-198.67,0.9849,0.166,Scaffold_BX-6,454
128,3,"r2, Polarizability, Polar_acc",0.9807,0.9598,0.0209,0.2483,0.9774,-223.98,-203.0,0.9849,0.166,Scaffold_BX-6,455
