Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
476,7,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability",0.9938,0.9815,0.0123,1.7387,0.9918,52.95,83.25,0.9931,1.0746,"Scaffold_BX-6, Scaffold_Benzene",25
478,7,"Monopole, Dipole_1, Q_0, C6, r2, Polarizability, Polar_acc",0.9938,0.9815,0.0123,1.7387,0.9918,52.95,83.25,0.9931,1.0746,"Scaffold_BX-6, Scaffold_Benzene",26
393,6,"Monopole, Dipole_1, Q_0, C6, r2, Polarizability",0.9938,0.9815,0.0123,1.7387,0.9919,50.95,78.92,0.9931,1.0746,"Scaffold_BX-6, Scaffold_Benzene",27
507,8,"Monopole, Dipole_1, Q_0, C6, r2, r2_acc, Polarizability, Polar_acc",0.9938,0.9815,0.0123,1.7387,0.9917,54.95,87.58,0.9931,1.0746,"Scaffold_BX-6, Scaffold_Benzene",28
503,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polar_acc",0.9937,0.9812,0.0125,1.8508,0.9917,54.86,87.49,0.9788,1.8863,"Q_0, Q_2, Scaffold_BX-6",29
382,6,"Monopole, Dipole_1, Q_0, Q_2, C6, r2",0.9937,0.9812,0.0125,1.8508,0.9919,50.86,78.83,0.9788,1.8863,"Q_0, Q_2, Scaffold_BX-6",30
468,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polar_acc",0.9937,0.9812,0.0125,1.8508,0.9918,52.86,83.16,0.9788,1.8863,"Q_0, Q_2, Scaffold_BX-6",31
466,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc",0.9937,0.9812,0.0125,1.8508,0.9918,52.86,83.16,0.9788,1.8863,"Q_0, Q_2, Scaffold_BX-6",32
472,7,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability",0.9926,0.9793,0.0133,1.6742,0.9907,62.44,92.74,0.9911,1.2243,"Q_2, Scaffold_BX-6",33
474,7,"Monopole, Dipole_1, Q_0, Q_2, r2, Polarizability, Polar_acc",0.9926,0.9793,0.0133,1.6742,0.9907,62.44,92.74,0.9911,1.2243,"Q_2, Scaffold_BX-6",34
387,6,"Monopole, Dipole_1, Q_0, Q_2, r2, Polarizability",0.9926,0.9793,0.0133,1.6742,0.9909,60.44,88.41,0.9911,1.2243,"Q_2, Scaffold_BX-6",35
506,8,"Monopole, Dipole_1, Q_0, Q_2, r2, r2_acc, Polarizability, Polar_acc",0.9926,0.9793,0.0133,1.6742,0.9906,64.44,97.07,0.9911,1.2243,"Q_2, Scaffold_BX-6",36
408,6,"Monopole, Dipole_1, Q_2, r2, r2_acc, Polarizability",0.992,0.978,0.0141,1.8257,0.9901,66.45,94.42,0.9922,1.1473,"Q_2, Scaffold_BX-6, Scaffold_Benzene",37
410,6,"Monopole, Dipole_1, Q_2, r2, Polarizability, Polar_acc",0.992,0.978,0.0141,1.8257,0.9901,66.45,94.42,0.9922,1.1473,"Q_2, Scaffold_BX-6, Scaffold_Benzene",38
416,6,"Monopole, Dipole_1, r2, r2_acc, Polarizability, Polar_acc",0.9916,0.978,0.0136,1.7895,0.9896,70.15,98.12,0.991,1.2275,"Scaffold_BX-6, Scaffold_Benzene",39
