Model_ID,N_features,Features,Train_R2_CV,Val_R2_CV,Gap,CV_RMSE,Adj_R2,AIC,BIC,Test_R2,Test_RMSE,Unstable,Rank
271,5,"Monopole, Dipole_1, Q_2, C6, r2",0.9291,0.8156,0.1135,0.289,0.9124,-135.38,-113.11,0.4413,0.6629,"Monopole, C6, r2, Scaffold_Benzene, Scaffold_Pyrimidine",47
482,7,"Monopole, Dipole_1, Q_2, C6, r2, r2_acc, Polar_acc",0.9291,0.8156,0.1135,0.289,0.9083,-131.38,-105.05,0.4413,0.6629,"Monopole, C6, r2, Scaffold_Benzene, Scaffold_Pyrimidine",48
147,4,"Monopole, Dipole_1, r2, Polar_acc",0.9237,0.8143,0.1094,0.2921,0.9086,-133.71,-113.45,0.4305,0.6692,Scaffold_BX-6,49
145,4,"Monopole, Dipole_1, r2, r2_acc",0.9237,0.8143,0.1094,0.2921,0.9086,-133.71,-113.45,0.4305,0.6692,Scaffold_BX-6,50
288,5,"Monopole, Dipole_1, r2, r2_acc, Polar_acc",0.9237,0.8143,0.1094,0.2921,0.9065,-131.71,-109.43,0.4305,0.6692,Scaffold_BX-6,51
49,3,"Monopole, Dipole_1, r2",0.9237,0.8143,0.1094,0.2921,0.9106,-135.71,-117.48,0.4305,0.6692,Scaffold_BX-6,52
285,5,"Monopole, Dipole_1, C6, r2_acc, Polar_acc",0.9196,0.8133,0.1062,0.3002,0.9014,-128.74,-106.46,0.4285,0.6705,Scaffold_BX-6,53
142,4,"Monopole, Dipole_1, C6, r2_acc",0.9196,0.8133,0.1062,0.3002,0.9036,-130.74,-110.49,0.4285,0.6705,Scaffold_BX-6,54
144,4,"Monopole, Dipole_1, C6, Polar_acc",0.9196,0.8133,0.1062,0.3002,0.9036,-130.74,-110.49,0.4285,0.6705,Scaffold_BX-6,55
48,3,"Monopole, Dipole_1, C6",0.9196,0.8133,0.1062,0.3002,0.9057,-132.74,-114.51,0.4285,0.6705,Scaffold_BX-6,56
465,6,"Q_2, C6, r2, r2_acc, Polarizability, Polar_acc",0.9228,0.8126,0.1102,0.3066,0.9015,-128.08,-103.77,0.379,0.6989,Polarizability,57
378,5,"Q_2, C6, r2, Polarizability, Polar_acc",0.9228,0.8126,0.1102,0.3066,0.9037,-130.08,-107.8,0.379,0.6989,Polarizability,58
242,4,"Q_2, C6, r2, Polarizability",0.9228,0.8126,0.1102,0.3066,0.9059,-132.08,-111.82,0.379,0.6989,Polarizability,59
376,5,"Q_2, C6, r2, r2_acc, Polarizability",0.9228,0.8126,0.1102,0.3066,0.9037,-130.08,-107.8,0.379,0.6989,Polarizability,60
351,5,"Dipole_1, Q_2, C6, Polarizability, Polar_acc",0.9229,0.8124,0.1106,0.3039,0.9042,-130.34,-108.06,0.4809,0.639,Scaffold_Pyrimidine,61
349,5,"Dipole_1, Q_2, C6, r2_acc, Polarizability",0.9229,0.8124,0.1106,0.3039,0.9042,-130.34,-108.06,0.4809,0.639,Scaffold_Pyrimidine,62
203,4,"Dipole_1, Q_2, C6, Polarizability",0.9229,0.8124,0.1106,0.3039,0.9063,-132.34,-112.09,0.4809,0.639,Scaffold_Pyrimidine,63
456,6,"Dipole_1, Q_2, C6, r2_acc, Polarizability, Polar_acc",0.9229,0.8124,0.1106,0.3039,0.902,-128.34,-104.04,0.4809,0.639,Scaffold_Pyrimidine,64
467,7,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polarizability",0.9327,0.812,0.1208,0.2985,0.9127,-134.15,-107.82,0.3611,0.7089,"C6, Polarizability, Scaffold_Pyrimidine",65
504,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, Polarizability, Polar_acc",0.9327,0.812,0.1208,0.2985,0.9105,-132.15,-103.79,0.3611,0.7089,"C6, Polarizability, Scaffold_Pyrimidine",66
511,9,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc",0.9327,0.812,0.1208,0.2985,0.9083,-130.15,-99.77,0.3611,0.7089,"C6, Polarizability, Scaffold_Pyrimidine",67
502,8,"Monopole, Dipole_1, Q_0, Q_2, C6, r2, r2_acc, Polarizability",0.9327,0.812,0.1208,0.2985,0.9105,-132.15,-103.79,0.3611,0.7089,"C6, Polarizability, Scaffold_Pyrimidine",68
259,5,"Monopole, Dipole_1, Q_0, Q_2, Polarizability",0.9299,0.8118,0.1181,0.3242,0.9129,-135.67,-113.39,0.428,0.6707,"Q_0, Q_2, Scaffold_Benzene, Scaffold_Pyrimidine",69
389,6,"Monopole, Dipole_1, Q_0, Q_2, r2_acc, Polarizability",0.9299,0.8118,0.1181,0.3242,0.9109,-133.67,-109.37,0.428,0.6707,"Q_0, Q_2, Scaffold_Benzene, Scaffold_Pyrimidine",70
391,6,"Monopole, Dipole_1, Q_0, Q_2, Polarizability, Polar_acc",0.9299,0.8118,0.1181,0.3242,0.9109,-133.67,-109.37,0.428,0.6707,"Q_0, Q_2, Scaffold_Benzene, Scaffold_Pyrimidine",71
475,7,"Monopole, Dipole_1, Q_0, Q_2, r2_acc, Polarizability, Polar_acc",0.9299,0.8118,0.1181,0.3242,0.9087,-131.67,-105.34,0.428,0.6707,"Q_0, Q_2, Scaffold_Benzene, Scaffold_Pyrimidine",72
265,5,"Monopole, Dipole_1, Q_0, r2, r2_acc",0.9241,0.8114,0.1127,0.2972,0.9067,-131.84,-109.56,0.4382,0.6647,"Q_0, Scaffold_BX-6",73
267,5,"Monopole, Dipole_1, Q_0, r2, Polar_acc",0.9241,0.8114,0.1127,0.2972,0.9067,-131.84,-109.56,0.4382,0.6647,"Q_0, Scaffold_BX-6",74
132,4,"Monopole, Dipole_1, Q_0, r2",0.9241,0.8114,0.1127,0.2972,0.9088,-133.84,-113.58,0.4382,0.6647,"Q_0, Scaffold_BX-6",75
399,6,"Monopole, Dipole_1, Q_0, r2, r2_acc, Polar_acc",0.9241,0.8114,0.1127,0.2972,0.9045,-129.84,-105.53,0.4382,0.6647,"Q_0, Scaffold_BX-6",76
508,8,"Monopole, Dipole_1, Q_2, C6, r2, r2_acc, Polarizability, Polar_acc",0.9293,0.8111,0.1182,0.2943,0.906,-129.39,-101.03,0.4412,0.663,"C6, r2, Polarizability, Scaffold_Benzene, Scaffold_Pyrimidine",77
483,7,"Monopole, Dipole_1, Q_2, C6, r2, Polarizability, Polar_acc",0.9293,0.8111,0.1182,0.2943,0.9083,-131.39,-105.06,0.4412,0.663,"C6, r2, Polarizability, Scaffold_Benzene, Scaffold_Pyrimidine",78
481,7,"Monopole, Dipole_1, Q_2, C6, r2, r2_acc, Polarizability",0.9293,0.8111,0.1182,0.2943,0.9083,-131.39,-105.06,0.4412,0.663,"C6, r2, Polarizability, Scaffold_Benzene, Scaffold_Pyrimidine",79
403,6,"Monopole, Dipole_1, Q_2, C6, r2, Polarizability",0.9293,0.8111,0.1182,0.2943,0.9104,-133.39,-109.08,0.4412,0.663,"C6, r2, Polarizability, Scaffold_Benzene, Scaffold_Pyrimidine",80
246,4,"Q_2, C6, Polarizability, Polar_acc",0.9208,0.811,0.1098,0.3076,0.9036,-130.72,-110.47,0.4257,0.6721,—,81
244,4,"Q_2, C6, r2_acc, Polarizability",0.9208,0.811,0.1098,0.3076,0.9036,-130.72,-110.47,0.4257,0.6721,—,82
112,3,"Q_2, C6, Polarizability",0.9208,0.811,0.1098,0.3076,0.9057,-132.72,-114.49,0.4257,0.6721,—,83
379,5,"Q_2, C6, r2_acc, Polarizability, Polar_acc",0.9208,0.811,0.1098,0.3076,0.9014,-128.72,-106.44,0.4257,0.6721,—,84
51,3,"Monopole, Dipole_1, Polarizability",0.921,0.8109,0.11,0.2981,0.9073,-133.73,-115.5,0.4284,0.6705,Scaffold_BX-6,85
290,5,"Monopole, Dipole_1, r2_acc, Polarizability, Polar_acc",0.921,0.8109,0.11,0.2981,0.9031,-129.73,-107.45,0.4284,0.6705,Scaffold_BX-6,86
150,4,"Monopole, Dipole_1, Polarizability, Polar_acc",0.921,0.8109,0.11,0.2981,0.9053,-131.73,-111.48,0.4284,0.6705,Scaffold_BX-6,87
148,4,"Monopole, Dipole_1, r2_acc, Polarizability",0.921,0.8109,0.11,0.2981,0.9053,-131.73,-111.48,0.4284,0.6705,Scaffold_BX-6,88
380,5,"Q_2, r2, r2_acc, Polarizability, Polar_acc",0.9189,0.8093,0.1096,0.3076,0.899,-127.38,-105.1,0.342,0.7194,—,89
115,3,"Q_2, r2, Polarizability",0.9189,0.8093,0.1096,0.3076,0.9034,-131.38,-113.15,0.342,0.7194,—,90
247,4,"Q_2, r2, r2_acc, Polarizability",0.9189,0.8093,0.1096,0.3076,0.9012,-129.38,-109.12,0.342,0.7194,—,91
249,4,"Q_2, r2, Polarizability, Polar_acc",0.9189,0.8093,0.1096,0.3076,0.9012,-129.38,-109.12,0.342,0.7194,—,92
168,4,"Monopole, Q_2, C6, Polarizability",0.9227,0.809,0.1137,0.3088,0.9058,-132.01,-111.76,0.3761,0.7005,—,93
316,5,"Monopole, Q_2, C6, Polarizability, Polar_acc",0.9227,0.809,0.1137,0.3088,0.9036,-130.01,-107.73,0.3761,0.7005,—,94
435,6,"Monopole, Q_2, C6, r2_acc, Polarizability, Polar_acc",0.9227,0.809,0.1137,0.3088,0.9014,-128.01,-103.71,0.3761,0.7005,—,95
314,5,"Monopole, Q_2, C6, r2_acc, Polarizability",0.9227,0.809,0.1137,0.3088,0.9036,-130.01,-107.73,0.3761,0.7005,—,96
497,7,"Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability, Polar_acc",0.9231,0.8089,0.1142,0.3061,0.8997,-126.4,-100.07,0.4845,0.6368,"Q_0, Scaffold_Pyrimidine",97
443,6,"Dipole_1, Q_0, Q_2, C6, Polarizability, Polar_acc",0.9231,0.8089,0.1142,0.3061,0.9021,-128.4,-104.09,0.4845,0.6368,"Q_0, Scaffold_Pyrimidine",98
328,5,"Dipole_1, Q_0, Q_2, C6, Polarizability",0.9231,0.8089,0.1142,0.3061,0.9043,-130.4,-108.12,0.4845,0.6368,"Q_0, Scaffold_Pyrimidine",99
441,6,"Dipole_1, Q_0, Q_2, C6, r2_acc, Polarizability",0.9231,0.8089,0.1142,0.3061,0.9021,-128.4,-104.09,0.4845,0.6368,"Q_0, Scaffold_Pyrimidine",100
264,5,"Monopole, Dipole_1, Q_0, C6, Polar_acc",0.9221,0.8087,0.1134,0.307,0.9039,-130.17,-107.89,0.4525,0.6562,"Q_0, Scaffold_BX-6",101
